Date,Meal,Canteen_Section,Food_Category,Waste_Weight_kg,Unit_Price_per_kg,Cost_Loss,Year,Month,Day,Weekday,Week,DayOfYear,Quarter,IsWeekend,Is_Waste_Outlier,Is_Cost_Outlier,Is_High_Waste,Is_High_Cost,Month_Name,Weekday_Type,Waste_per_Price,Log_Waste
2025-06-11,Lunch,D,Vegetables,3.82,3.0,11.459999999999999,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,1.2733333333333332,1.5727739280625088
2025-06-11,Breakfast,D,Soup,2.8,1.5,4.199999999999999,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,1.8666666666666665,1.33500106673234
2025-06-11,Dinner,D,Vegetables,2.36,3.0,7.08,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,0.7866666666666666,1.2119409739751128
2025-06-11,Lunch,D,Rice,3.81,2.0,7.62,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,1.905,1.5706970841176697
2025-06-11,Dinner,C,Meat,2.8,8.0,22.4,2025,6,11,Wednesday,24,162,2,False,False,True,False,False,June,Weekday,0.35,1.33500106673234
2025-06-11,Lunch,C,Meat,2.12,8.0,16.96,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,0.265,1.1378330018213911
2025-06-11,Dinner,A,Meat,4.65,8.0,37.2,2025,6,11,Wednesday,24,162,2,False,False,True,True,True,June,Weekday,0.58125,1.7316555451583495
2025-06-11,Lunch,C,Vegetables,1.02,3.0,3.06,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,0.34,0.7030975114131134
2025-06-11,Dinner,C,Rice,0.88,2.0,1.76,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,0.44,0.6312717768418579
2025-06-11,Breakfast,C,Meat,4.3,8.0,34.4,2025,6,11,Wednesday,24,162,2,False,False,True,True,True,June,Weekday,0.5375,1.667706820558076
2025-06-11,Lunch,A,Soup,4.85,1.5,7.2749999999999995,2025,6,11,Wednesday,24,162,2,False,False,False,True,False,June,Weekday,3.233333333333333,1.766441661243765
2025-06-11,Breakfast,B,Soup,1.73,1.5,2.5949999999999998,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,1.1533333333333333,1.0043016091968684
2025-06-11,Breakfast,D,Rice,1.51,2.0,3.02,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,0.755,0.9202827531436926
2025-06-11,Dinner,D,Soup,0.68,1.5,1.02,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,0.45333333333333337,0.5187937934151676
2025-06-11,Breakfast,C,Soup,3.5,1.5,5.25,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,2.3333333333333335,1.5040773967762742
2025-06-11,Breakfast,D,Vegetables,4.09,3.0,12.27,2025,6,11,Wednesday,24,162,2,False,False,False,True,False,June,Weekday,1.3633333333333333,1.6272778305624314
2025-06-11,Lunch,D,Meat,3.16,8.0,25.28,2025,6,11,Wednesday,24,162,2,False,False,True,False,False,June,Weekday,0.395,1.425515074273172
2025-06-11,Lunch,B,Rice,2.08,2.0,4.16,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,1.04,1.1249295969854831
2025-06-11,Dinner,C,Soup,0.56,1.5,0.8400000000000001,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,0.37333333333333335,0.44468582126144574
2025-06-11,Lunch,A,Vegetables,1.68,3.0,5.04,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,0.5599999999999999,0.9858167945227653
2025-06-11,Breakfast,C,Vegetables,1.72,3.0,5.16,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,0.5733333333333334,1.000631880307906
2025-06-11,Breakfast,A,Soup,3.21,1.5,4.8149999999999995,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,2.14,1.43746264769429
2025-06-11,Breakfast,C,Rice,3.38,2.0,6.76,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,1.69,1.4770487243883548
2025-06-11,Lunch,B,Vegetables,4.94,3.0,14.82,2025,6,11,Wednesday,24,162,2,False,False,False,True,False,June,Weekday,1.6466666666666667,1.7817091333745536
2025-06-11,Dinner,B,Rice,0.69,2.0,1.38,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,0.345,0.5247285289349821
2025-06-11,Dinner,D,Rice,4.96,2.0,9.92,2025,6,11,Wednesday,24,162,2,False,False,False,True,False,June,Weekday,2.48,1.7850704810772584
2025-06-11,Breakfast,A,Rice,4.59,2.0,9.18,2025,6,11,Wednesday,24,162,2,False,False,False,True,False,June,Weekday,2.295,1.7209792871670078
2025-06-11,Lunch,C,Soup,1.87,1.5,2.805,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,1.2466666666666668,1.0543120297715298
2025-06-11,Lunch,C,Rice,2.76,2.0,5.52,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,1.38,1.324418957401803
2025-06-11,Dinner,B,Meat,4.87,8.0,38.96,2025,6,11,Wednesday,24,162,2,False,False,True,True,True,June,Weekday,0.60875,1.769854633840005
2025-06-11,Dinner,A,Soup,3.52,1.5,5.28,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,2.3466666666666667,1.5085119938441398
2025-06-11,Breakfast,B,Meat,0.55,8.0,4.4,2025,6,11,Wednesday,24,162,2,False,False,False,False,False,June,Weekday,0.06875,0.4382549309311553
2025-06-12,Dinner,C,Vegetables,3.35,3.0,10.05,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,1.1166666666666667,1.4701758451005928
2025-06-12,Dinner,C,Soup,4.12,1.5,6.18,2025,6,12,Thursday,24,163,2,False,False,False,True,False,June,Weekday,2.7466666666666666,1.6331544390514163
2025-06-12,Breakfast,B,Meat,4.19,8.0,33.52,2025,6,12,Thursday,24,163,2,False,False,True,True,True,June,Weekday,0.52375,1.6467336971777973
2025-06-12,Lunch,D,Vegetables,2.33,3.0,6.99,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.7766666666666667,1.2029723039923526
2025-06-12,Lunch,D,Soup,1.68,1.5,2.52,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,1.1199999999999999,0.9858167945227653
2025-06-12,Breakfast,D,Meat,4.33,8.0,34.64,2025,6,12,Thursday,24,163,2,False,False,True,True,True,June,Weekday,0.54125,1.6733512381777533
2025-06-12,Dinner,A,Soup,1.24,1.5,1.8599999999999999,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.8266666666666667,0.8064758658669485
2025-06-12,Dinner,C,Meat,1.99,8.0,15.92,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.24875,1.095273387402595
2025-06-12,Lunch,C,Soup,1.79,1.5,2.685,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,1.1933333333333334,1.0260415958332743
2025-06-12,Breakfast,B,Vegetables,4.9,3.0,14.700000000000001,2025,6,12,Thursday,24,163,2,False,False,False,True,False,June,Weekday,1.6333333333333335,1.7749523509116738
2025-06-12,Breakfast,D,Vegetables,1.45,3.0,4.35,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.48333333333333334,0.8960880245566356
2025-06-12,Breakfast,C,Rice,2.8,2.0,5.6,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,1.4,1.33500106673234
2025-06-12,Dinner,C,Rice,4.08,2.0,8.16,2025,6,12,Thursday,24,163,2,False,False,False,True,False,June,Weekday,2.04,1.6253112615903906
2025-06-12,Lunch,B,Vegetables,2.98,3.0,8.94,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.9933333333333333,1.3812818192963463
2025-06-12,Dinner,D,Vegetables,0.28,3.0,0.8400000000000001,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.09333333333333334,0.2468600779315258
2025-06-12,Dinner,B,Soup,3.56,1.5,5.34,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,2.3733333333333335,1.5173226235262947
2025-06-12,Lunch,C,Vegetables,2.74,3.0,8.22,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.9133333333333334,1.3190856114264407
2025-06-12,Lunch,A,Vegetables,2.59,3.0,7.77,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.8633333333333333,1.2781522025001875
2025-06-12,Breakfast,B,Soup,1.29,1.5,1.935,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.86,0.8285518175661483
2025-06-12,Dinner,D,Meat,2.53,8.0,20.24,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.31625,1.2612978709452054
2025-06-12,Lunch,C,Rice,2.5,2.0,5.0,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,1.25,1.252762968495368
2025-06-12,Breakfast,D,Rice,4.41,2.0,8.82,2025,6,12,Thursday,24,163,2,False,False,False,True,False,June,Weekday,2.205,1.6882490928583902
2025-06-12,Dinner,D,Rice,4.91,2.0,9.82,2025,6,12,Thursday,24,163,2,False,False,False,True,False,June,Weekday,2.455,1.776645831418007
2025-06-12,Breakfast,D,Soup,3.97,1.5,5.955,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,2.646666666666667,1.6034198401085373
2025-06-12,Lunch,C,Meat,0.83,8.0,6.64,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.10375,0.6043159668533296
2025-06-12,Lunch,B,Rice,1.49,2.0,2.98,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.745,0.9122827104766162
2025-06-12,Dinner,B,Vegetables,3.75,3.0,11.25,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,1.25,1.55814461804655
2025-06-12,Lunch,A,Soup,4.12,1.5,6.18,2025,6,12,Thursday,24,163,2,False,False,False,True,False,June,Weekday,2.7466666666666666,1.6331544390514163
2025-06-12,Dinner,A,Meat,3.52,8.0,28.16,2025,6,12,Thursday,24,163,2,False,False,True,False,False,June,Weekday,0.44,1.5085119938441398
2025-06-12,Breakfast,C,Vegetables,4.62,3.0,13.86,2025,6,12,Thursday,24,163,2,False,False,False,True,False,June,Weekday,1.54,1.7263316639055997
2025-06-12,Dinner,A,Vegetables,2.9,3.0,8.7,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.9666666666666667,1.3609765531356006
2025-06-12,Dinner,A,Rice,1.02,2.0,2.04,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.51,0.7030975114131134
2025-06-12,Breakfast,C,Meat,1.98,8.0,15.84,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.2475,1.091923300517313
2025-06-12,Lunch,D,Meat,2.76,8.0,22.08,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.345,1.324418957401803
2025-06-12,Breakfast,A,Soup,2.59,1.5,3.885,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,1.7266666666666666,1.2781522025001875
2025-06-12,Lunch,B,Meat,1.56,8.0,12.48,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.195,0.9400072584914712
2025-06-12,Lunch,B,Soup,4.99,1.5,7.485,2025,6,12,Thursday,24,163,2,False,False,False,True,False,June,Weekday,3.3266666666666667,1.790091412127358
2025-06-12,Dinner,B,Rice,3.9,2.0,7.8,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,1.95,1.589235205116581
2025-06-12,Breakfast,B,Rice,1.44,2.0,2.88,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.72,0.8919980393051105
2025-06-12,Breakfast,A,Rice,4.18,2.0,8.36,2025,6,12,Thursday,24,163,2,False,False,False,True,False,June,Weekday,2.09,1.6448050562713916
2025-06-12,Breakfast,A,Vegetables,3.61,3.0,10.83,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,1.2033333333333334,1.5282278570085572
2025-06-12,Lunch,A,Meat,4.68,8.0,37.44,2025,6,12,Thursday,24,163,2,False,False,True,True,True,June,Weekday,0.585,1.7369512327330598
2025-06-12,Breakfast,A,Meat,2.54,8.0,20.32,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.3175,1.264126727145683
2025-06-12,Breakfast,C,Soup,2.59,1.5,3.885,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,1.7266666666666666,1.2781522025001875
2025-06-12,Dinner,B,Meat,0.31,8.0,2.48,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,0.03875,0.27002713721306015
2025-06-12,Lunch,D,Rice,2.8,2.0,5.6,2025,6,12,Thursday,24,163,2,False,False,False,False,False,June,Weekday,1.4,1.33500106673234
2025-06-13,Breakfast,C,Soup,4.85,1.5,7.2749999999999995,2025,6,13,Friday,24,164,2,False,False,False,True,False,June,Weekday,3.233333333333333,1.766441661243765
2025-06-13,Breakfast,B,Meat,2.34,8.0,18.72,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.2925,1.205970806988609
2025-06-13,Lunch,C,Soup,4.99,1.5,7.485,2025,6,13,Friday,24,164,2,False,False,False,True,False,June,Weekday,3.3266666666666667,1.790091412127358
2025-06-13,Dinner,A,Soup,4.53,1.5,6.795,2025,6,13,Friday,24,164,2,False,False,False,True,False,June,Weekday,3.02,1.7101878155342436
2025-06-13,Dinner,B,Meat,4.0,8.0,32.0,2025,6,13,Friday,24,164,2,False,False,True,False,True,June,Weekday,0.5,1.6094379124341003
2025-06-13,Lunch,D,Vegetables,0.58,3.0,1.7399999999999998,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.19333333333333333,0.4574248470388754
2025-06-13,Lunch,D,Meat,2.23,8.0,17.84,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.27875,1.172482137234565
2025-06-13,Dinner,D,Rice,0.93,2.0,1.86,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.465,0.6575200029167942
2025-06-13,Breakfast,D,Vegetables,3.28,3.0,9.84,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,1.0933333333333333,1.4539530095937054
2025-06-13,Dinner,C,Rice,0.81,2.0,1.62,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.405,0.5933268452777344
2025-06-13,Lunch,B,Rice,3.62,2.0,7.24,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,1.81,1.5303947050936475
2025-06-13,Dinner,D,Meat,0.49,8.0,3.92,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.06125,0.3987761199573678
2025-06-13,Lunch,B,Soup,0.28,1.5,0.42000000000000004,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.18666666666666668,0.2468600779315258
2025-06-13,Breakfast,D,Meat,3.49,8.0,27.92,2025,6,13,Friday,24,164,2,False,False,True,False,False,June,Weekday,0.43625,1.501852701754163
2025-06-13,Breakfast,C,Rice,3.31,2.0,6.62,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,1.655,1.4609379041156565
2025-06-13,Breakfast,A,Soup,2.26,1.5,3.3899999999999997,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,1.5066666666666666,1.1817271953786161
2025-06-13,Dinner,C,Soup,3.98,1.5,5.97,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,2.6533333333333333,1.6054298910365616
2025-06-13,Breakfast,A,Rice,2.99,2.0,5.98,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,1.495,1.3837912309017721
2025-06-13,Breakfast,C,Vegetables,2.4,3.0,7.199999999999999,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.7999999999999999,1.2237754316221157
2025-06-13,Dinner,A,Rice,4.38,2.0,8.76,2025,6,13,Friday,24,164,2,False,False,False,True,False,June,Weekday,2.19,1.682688374173693
2025-06-13,Lunch,B,Vegetables,4.37,3.0,13.11,2025,6,13,Friday,24,164,2,False,False,False,True,False,June,Weekday,1.4566666666666668,1.6808279085207734
2025-06-13,Dinner,B,Soup,1.94,1.5,2.91,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,1.2933333333333332,1.0784095813505903
2025-06-13,Dinner,C,Meat,2.7,8.0,21.6,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.3375,1.308332819650179
2025-06-13,Breakfast,D,Rice,1.76,2.0,3.52,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.88,1.0152306797290587
2025-06-13,Lunch,A,Meat,4.31,8.0,34.48,2025,6,13,Friday,24,164,2,False,False,True,True,True,June,Weekday,0.53875,1.6695918352538475
2025-06-13,Breakfast,A,Meat,4.36,8.0,34.88,2025,6,13,Friday,24,164,2,False,False,True,True,True,June,Weekday,0.545,1.6789639750827106
2025-06-13,Breakfast,B,Vegetables,3.64,3.0,10.92,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,1.2133333333333334,1.534714366238164
2025-06-13,Dinner,B,Vegetables,1.54,3.0,4.62,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.5133333333333333,0.9321640810304452
2025-06-13,Dinner,B,Rice,0.33,2.0,0.66,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.165,0.2851789422336624
2025-06-13,Breakfast,C,Meat,0.86,8.0,6.88,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.1075,0.6205764877251099
2025-06-13,Dinner,A,Meat,2.27,8.0,18.16,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.28375,1.184789984909162
2025-06-13,Dinner,C,Vegetables,2.87,3.0,8.61,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.9566666666666667,1.3532545070416904
2025-06-13,Dinner,D,Soup,3.14,1.5,4.71,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,2.0933333333333333,1.420695787837223
2025-06-13,Lunch,B,Meat,3.82,8.0,30.56,2025,6,13,Friday,24,164,2,False,False,True,False,True,June,Weekday,0.4775,1.5727739280625088
2025-06-13,Lunch,C,Meat,3.19,8.0,25.52,2025,6,13,Friday,24,164,2,False,False,True,False,False,June,Weekday,0.39875,1.4327007339340463
2025-06-13,Breakfast,B,Rice,2.68,2.0,5.36,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,1.34,1.3029127521808397
2025-06-13,Lunch,A,Soup,1.65,1.5,2.4749999999999996,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,1.0999999999999999,0.9745596399981308
2025-06-13,Lunch,D,Soup,3.21,1.5,4.8149999999999995,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,2.14,1.43746264769429
2025-06-13,Lunch,A,Rice,4.28,2.0,8.56,2025,6,13,Friday,24,164,2,False,False,False,True,False,June,Weekday,2.14,1.66392609771817
2025-06-13,Lunch,A,Vegetables,1.96,3.0,5.88,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.6533333333333333,1.085189268335969
2025-06-13,Lunch,D,Rice,3.76,2.0,7.52,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,1.88,1.5602476682433286
2025-06-13,Lunch,C,Rice,0.44,2.0,0.88,2025,6,13,Friday,24,164,2,False,False,False,False,False,June,Weekday,0.22,0.36464311358790924
2025-06-13,Dinner,D,Vegetables,4.37,3.0,13.11,2025,6,13,Friday,24,164,2,False,False,False,True,False,June,Weekday,1.4566666666666668,1.6808279085207734
2025-06-13,Breakfast,D,Soup,4.27,1.5,6.404999999999999,2025,6,13,Friday,24,164,2,False,False,False,True,False,June,Weekday,2.8466666666666662,1.6620303625532709
2025-06-14,Lunch,C,Rice,4.96,2.0,9.92,2025,6,14,Saturday,24,165,2,True,False,False,True,False,June,Weekend,2.48,1.7850704810772584
2025-06-14,Lunch,B,Meat,1.26,8.0,10.08,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,0.1575,0.8153648132841945
2025-06-14,Breakfast,B,Rice,1.34,2.0,2.68,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,0.67,0.8501509293696101
2025-06-14,Dinner,A,Rice,0.34,2.0,0.68,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,0.17,0.29266961396282
2025-06-14,Dinner,B,Rice,1.5,2.0,3.0,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,0.75,0.9162907318741551
2025-06-14,Lunch,B,Soup,2.92,1.5,4.38,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,1.9466666666666665,1.366091653802371
2025-06-14,Breakfast,B,Soup,4.04,1.5,6.0600000000000005,2025,6,14,Saturday,24,165,2,True,False,False,True,False,June,Weekend,2.6933333333333334,1.6174060820832772
2025-06-14,Dinner,B,Meat,4.01,8.0,32.08,2025,6,14,Saturday,24,165,2,True,False,True,True,True,June,Weekend,0.50125,1.6114359150967734
2025-06-14,Lunch,D,Soup,3.75,1.5,5.625,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,2.5,1.55814461804655
2025-06-14,Dinner,C,Meat,3.14,8.0,25.12,2025,6,14,Saturday,24,165,2,True,False,True,False,False,June,Weekend,0.3925,1.420695787837223
2025-06-14,Breakfast,C,Soup,2.26,1.5,3.3899999999999997,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,1.5066666666666666,1.1817271953786161
2025-06-14,Breakfast,D,Rice,1.79,2.0,3.58,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,0.895,1.0260415958332743
2025-06-14,Breakfast,A,Soup,2.36,1.5,3.54,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,1.5733333333333333,1.2119409739751128
2025-06-14,Dinner,D,Soup,4.53,1.5,6.795,2025,6,14,Saturday,24,165,2,True,False,False,True,False,June,Weekend,3.02,1.7101878155342436
2025-06-14,Breakfast,B,Vegetables,0.15,3.0,0.44999999999999996,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,0.049999999999999996,0.13976194237515868
2025-06-14,Breakfast,A,Rice,1.28,2.0,2.56,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,0.64,0.8241754429663495
2025-06-14,Dinner,A,Meat,3.07,8.0,24.56,2025,6,14,Saturday,24,165,2,True,False,True,False,False,June,Weekend,0.38375,1.4036429994545037
2025-06-14,Dinner,B,Soup,1.83,1.5,2.745,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,1.22,1.0402767116551463
2025-06-14,Dinner,C,Rice,3.22,2.0,6.44,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,1.61,1.4398351280479205
2025-06-14,Lunch,D,Vegetables,3.46,3.0,10.379999999999999,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,1.1533333333333333,1.4951487660319727
2025-06-14,Dinner,A,Vegetables,2.53,3.0,7.59,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,0.8433333333333333,1.2612978709452054
2025-06-14,Breakfast,D,Soup,2.18,1.5,3.2700000000000005,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,1.4533333333333334,1.1568811967920856
2025-06-14,Dinner,A,Soup,4.53,1.5,6.795,2025,6,14,Saturday,24,165,2,True,False,False,True,False,June,Weekend,3.02,1.7101878155342436
2025-06-14,Breakfast,D,Meat,2.98,8.0,23.84,2025,6,14,Saturday,24,165,2,True,False,True,False,False,June,Weekend,0.3725,1.3812818192963463
2025-06-14,Breakfast,C,Meat,3.42,8.0,27.36,2025,6,14,Saturday,24,165,2,True,False,True,False,False,June,Weekend,0.4275,1.4861396960896067
2025-06-14,Lunch,A,Soup,1.98,1.5,2.9699999999999998,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,1.32,1.091923300517313
2025-06-14,Breakfast,C,Vegetables,0.87,3.0,2.61,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,0.29,0.6259384308664953
2025-06-14,Breakfast,B,Meat,1.35,8.0,10.8,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,0.16875,0.8544153281560676
2025-06-14,Lunch,D,Rice,1.44,2.0,2.88,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,0.72,0.8919980393051105
2025-06-14,Breakfast,A,Meat,4.57,8.0,36.56,2025,6,14,Saturday,24,165,2,True,False,True,True,True,June,Weekend,0.57125,1.7173950539391927
2025-06-14,Lunch,C,Vegetables,4.89,3.0,14.669999999999998,2025,6,14,Saturday,24,165,2,True,False,False,True,False,June,Weekend,1.63,1.7732559976634952
2025-06-14,Dinner,D,Rice,3.33,2.0,6.66,2025,6,14,Saturday,24,165,2,True,False,False,False,False,June,Weekend,1.665,1.4655675420143985
2025-06-14,Breakfast,C,Rice,4.52,2.0,9.04,2025,6,14,Saturday,24,165,2,True,False,False,True,False,June,Weekend,2.26,1.7083778602890038
